LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,Province No,Province Sinhala,Province Tamil,Province English,District,Province No,Province Sinhala,Province Tamil,Province English,Divisional Secretariat,Province No,Province Sinhala,Province Tamil,Province English
8-2-15-055,055,_______,_________,Monaragala,129B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-060,060,_________,_________,Aliyawatta,129I,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-065,065,___________,_______________,Kolonvinna,127,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-070,070,_______,___________,Bohitiya,127B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-075,075,______,______,Kawdawa,129A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-080,080,_______ __,_______ ____,Hulandawa Left,129G,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-085,085,__________,__________,Viharamulla,129F,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-090,090,_______,________,Muppane,129,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-095,095,__________,____________,Maduruketiya,131B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-100,100,________,___________,Kumbukkana,131A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-105,105,_________,____________,Horombuwa,131C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-110,110,_______ ____,_______ _______,Hulandawa South,129H,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-115,115,_____,____,Marawa,125A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-120,120,_______,_________,Veheragala,127A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-125,125,__________,___________,Thenagallanda,125B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-15-130,130,_______,_______,Kahambana,125,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,15: _______/ __________/ Moneragala,15,_______,__________,Moneragala
8-2-18-005,005,______,_______,Gadavila,134D,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-010,010,_____,_______,Karandagama,133A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-015,015,____,____,Ella,134F,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-020,020,_______,________,Pallegama,134E,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-025,025,______,______,Thalawagama,134B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-030,030,____________,_____________,Mailagasthenna,134G,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-035,035,_____,_____,Karavila,134A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-040,040,_____,_____,Madamagama,133D,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-045,045,_______,____________,Wekumbura,134,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-050,050,_____________,__________ ____,Maiyokka Watta,134C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-055,055,______,________,Waradola,135,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-060,060,____,_______,Ankada,135C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-065,065,________,___________,Kotamuduna,135A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-070,070,______,_________,Alupotha,132,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-075,075,______,________,Wasipaha,133,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-080,080,_________,___________,Badalkumbura,133B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-085,085,___________,____________,Maligathenna,133C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-090,090,___________,_____________,Pussellawa,131C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-095,095,____________,____________ ____,Madukotan Arawa,131B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-100,100,_______,_________,Yakurawa,131,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-105,105,_________,_________,Therappahuwa,131D,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-110,110,__________,__________,Punsisigama,139A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-115,115,___________,___________,Madugahapattiya,139E,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-120,120,_________,_________,Kalagahakivula,139F,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-125,125,___________,___________,Madugasmulla,132A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-130,130,_______,_______,Ranugalla,135B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-135,135,_________,_________,Ethpattiya,136A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-140,140,________,__________,Miyanakandura,136,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-145,145,______,_______,Dewathura,136B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-150,150,________,__ _______,Naranwatta,138C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-155,155,___,___,Athala,139,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-160,160,___________,___________,Ettalamulla,139C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-165,165,___________,________________,Muthukeliyawa,139B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-170,170,_______,_______,Meegahayaya,139D,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-175,175,___________,______________,Bogahapelessa,138,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-180,180,_______,__________,Dambagahawela,137A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-185,185,__________,____________,Hingurukaduwa,137,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-190,190,_________,___________,Keliwessa,137B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-195,195,________,__________,Moratuwagama,138A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-200,200,______ _____,______ _____,Lunugala Colony,138B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-18-205,205,__________,__________,Katugahagalge,139G,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,18: _________/ ___________/ Badalkumbura,18,_________,___________,Badalkumbura
8-2-21-005,005,______,______,Kurugama,153,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-010,010,________,________,Randeniya,153A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-015,015,__________,____________,Siyambalagunaya,153B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-020,020,__________,___________,Sudupanawela,152C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-025,025,____________,___________________,Kotikanbokka,152,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-030,030,________,__________,Gallbokka,152A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-035,035,__________,_____________,Dimbulamure,152B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-040,040,________,_________,Wellawaya,151,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-045,045,______,________,Yalabowa,151C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-050,050,______,______,Nugayaya,151D,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-055,055,______,______,Warunagama,151B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-060,060,_______,_______,Anapallama,151A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-065,065,_________,__________,Pubuduwewa,150F,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-070,070,_______,________,Neluwagala,151G,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-075,075,_________,_________,Buduruwagala,151E,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-080,080,________,___________,Andawelayaya,151F,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-085,085,_________,_________,Siripuragama,150I,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-090,090,________ _____,___________ _______,Veherayaya Colony,150H,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-095,095,________,___________,Veherayaya,150C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-100,100,_____________,________________,Randenigodayaya,150E,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-105,105,________,__________,Handapanagala,150B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-110,110,__ ____,__ ____,Maha Aragama,150G,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-115,115,_______ _____,________ _______,Thelulla Colony,150K,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-120,120,________,___________,Ethiliwewa,150J,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-125,125,_______,________,Thelulla,150,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-130,130,______,______,Balaharuwa,150A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-135,135,____ __,_____ __,Debara Ara,150L,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-140,140,___________,________________,Kithulkote,150M,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-21-145,145,__ ______,___ ______,Uva Kudaoya,150D,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,21: ________/ _________/ Wellawaya,21,________,_________,Wellawaya
8-2-24-005,005,_____,__ ____,Uda Arawa,143/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-010,010,________,_____________,Horabokka,143/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-015,015,______,________,Unawatuna,140/A/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-020,020,_______,_______,Yudaganawa,140A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-025,025,_______,_______,Dikyaya,140/3,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-030,030,____,____,Udagama,140,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-035,035,________,__________,Mahagodayaya,140/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-040,040,_________,_________,Gaminipura,145B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-045,045,___________,_____________,Okkampitiya,145,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-050,050,_____________,______________,Galtemmandiya,145/B/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-055,055,_____,_____,Ulugala,145/A/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-060,060,_________,_________,Maligavila,145A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-065,065,_________,__________,Minipuragama,145/A/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-070,070,__________,____________,Buruthagolla,145/B/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-075,075,_____,_____,Pahalagama,145/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-080,080,_________,_____________,Konketiya,142A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-085,085,_____,______,Medagama,142,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-090,090,___________,_____________,Pettagamwela,140/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-095,095,___________,________________,Puhulkotuwa,142/3,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-100,100,_______,_________,Veheragala,140/B/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-105,105,________,_________,Pelwatta,143,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-110,110,_________,_________,Mahasenpura,143/A/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-115,115,_______,_______,Kumaragama,143/A/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-120,120,__________,_______________,Kukurampola,143A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-125,125,________,________,Kumarapura,140B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-130,130,__________,________________,Yatiyallathota,142/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-135,135,________,_________,Waguruwela,142/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-140,140,______ __,_________,Gonagan Ara,142B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-24-145,145,_______,_______,Rahathangama,143/A/3,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,24: ______/ _______/ Buttala,24,______,_______,Buttala
8-2-27-005,005,_____ _____,______ __________,Sella Kataragama,146A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,27: _____/ __________/ Katharagama,27,_____,__________,Katharagama
8-2-27-010,010,_____,__________,Kataragama,146,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,27: _____/ __________/ Katharagama,27,_____,__________,Katharagama
8-2-27-015,015,_______,__________,Detagamuwa,146B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,27: _____/ __________/ Katharagama,27,_____,__________,Katharagama
8-2-27-020,020,__________,______________,Kandasurindugama,146C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,27: _____/ __________/ Katharagama,27,_____,__________,Katharagama
8-2-27-025,025,______,________,Karavile,146D,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,27: _____/ __________/ Katharagama,27,_____,__________,Katharagama
8-2-30-005,005,____________,_____________,Kandiyapitawewa,149C/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-010,010,____________,____________ _____,Kotaweheramankada,149C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-015,015,________,_________,Aluthwewa,149D,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
